success,function_name,function,experiment,noise,optimizer,dropout,weight_decay,model_size,best_epoch,checkpoint_path,val_loss,auprc_full,auroc,auroc_full,num_gt,num_detected,num_candidates,error
False,f1,f1,0.5_sgd_wd,0.5,sgd,0.0,True,small,,,,,,,,,1013,Missing experiment directory: snapshots_probe/small/f1/0.5_sgd_wd
False,f1,f1,1.0_sgd_wd,1.0,sgd,0.0,True,small,,,,,,,,,1013,Missing experiment directory: snapshots_probe/small/f1/1.0_sgd_wd
True,f1,f1,dropout_p0.0,0.0,adam,0.0,False,small,100.0,snapshots_probe/small/f1/dropout_p0.0/best_epoch_0100.pt,0.0018490711227059364,0.2936410003290556,0.5,0.742814667988107,4.0,29.0,1013,
True,f1,f1,dropout_p0.1,0.0,adam,0.1,False,small,50.0,snapshots_probe/small/f1/dropout_p0.1/best_epoch_0050.pt,0.004529912490397692,0.1408632225512778,0.421875,0.7430624380574827,4.0,21.0,1013,
True,f1,f1,dropout_p0.2,0.0,adam,0.2,False,small,95.0,snapshots_probe/small/f1/dropout_p0.2/best_epoch_0095.pt,0.007424484007060528,0.1408632225512778,0.35,0.7447968285431119,4.0,14.0,1013,
True,f1,f1,dropout_p0.3,0.0,adam,0.3,False,small,25.0,snapshots_probe/small/f1/dropout_p0.3/best_epoch_0025.pt,0.011454274877905846,0.05296150049358342,0.1875,0.6188057482656095,4.0,15.0,1013,
True,f1,f1,dropout_p0.5,0.0,adam,0.5,False,small,21.0,snapshots_probe/small/f1/dropout_p0.5/best_epoch_0021.pt,0.02220301516354084,0.06546150049358342,0.20454545454545453,0.619796828543112,4.0,13.0,1013,
True,f1,f1,wd_lam0,0.0,adam,0.0,False,small,57.0,snapshots_probe/small/f1/wd_lam0/best_epoch_0057.pt,0.0018684001406654716,0.31646335730738495,0.7166666666666667,0.8705401387512388,4.0,21.0,1013,
True,f1,f1,wd_lam1e-5,0.0,adam,0.0,True,small,99.0,snapshots_probe/small/f1/wd_lam1e-5/best_epoch_0099.pt,0.0017438078066334128,0.40098716683119445,0.75,0.8712834489593657,4.0,23.0,1013,
True,f1,f1,wd_lam1e-4,0.0,adam,0.0,True,small,48.0,snapshots_probe/small/f1/wd_lam1e-4/best_epoch_0048.pt,0.0020319295581430197,0.2103076669957223,0.4852941176470588,0.7438057482656095,4.0,22.0,1013,
True,f1,f1,wd_lam1e-3,0.0,adam,0.0,True,small,75.0,snapshots_probe/small/f1/wd_lam1e-3/best_epoch_0075.pt,0.00501767685636878,0.25654272238675,0.5833333333333334,0.8694251734390486,4.0,18.0,1013,
True,f1,f1,wd_lam1e-2,0.0,adam,0.0,True,small,91.0,snapshots_probe/small/f1/wd_lam1e-2/best_epoch_0091.pt,0.01628216728568077,0.26348716683119444,0.609375,0.8691774033696729,4.0,22.0,1013,
