success,function_name,function,wd_experiment,noise,optimizer,dropout,weight_decay,model_size,best_epoch,checkpoint_path,wd_val_loss,wd_auprc_full,wd_auroc,auroc_full,num_gt,num_detected,num_candidates,error,source_file,weight_decay_bool,base_experiment,base_auprc_full,base_auroc,base_val_loss,delta_auprc_full,delta_auroc,delta_val_loss,wd_better_auprc,wd_better_auroc,wd_better_val_loss,wd_meaningful_auprc_gain,wd_meaningful_auprc_loss
True,f4,f4,0.5_sgd_wd,0.5,sgd,0.0,True,small,87,snapshots_clean/small/f4/0.5_sgd_wd/best_epoch_0087.pt,0.6785255074501038,0.551974333662389,0.5333333333333333,0.7992063492063493,5,6,1013,,results/small/f4_analysis.csv,True,0.5_sgd,0.381974333662389,0.6,0.6781335473060608,0.17000000000000004,-0.06666666666666665,0.00039196014404296875,True,False,False,True,False
True,f4,f4,1.0_sgd_wd,1.0,sgd,0.0,True,small,61,snapshots_clean/small/f4/1.0_sgd_wd/best_epoch_0061.pt,2.624370813369751,0.3029615004935834,0.4,0.6987103174603174,5,5,1013,,results/small/f4_analysis.csv,True,1.0_sgd,0.2039486673247779,0.2,2.6359989643096924,0.09901283316880549,0.2,-0.011628150939941406,True,True,True,True,False
True,f6,f6,0.1_adam_wd,0.1,adam,0.0,True,small,95,snapshots_clean/small/f6/0.1_adam_wd/best_epoch_0095.pt,0.1290854215621948,0.5247966906407182,0.75,0.8727700693756195,4,11,1013,,results/small/f6_analysis.csv,True,0.1_adam,0.8303571428571428,1.0,0.128689706325531,-0.3055604522164246,-0.25,0.0003957152366637906,False,False,False,False,True
True,f6,f6,0.1_adam_dp_wd,0.1,adam,0.2,True,small,17,snapshots_clean/small/f6/0.1_adam_dp_wd/best_epoch_0017.pt,0.3109475076198578,0.501974333662389,0.5,0.7490089197224976,4,6,1013,,results/small/f6_analysis.csv,True,0.1_adam_dp,0.501974333662389,0.5,0.2835760414600372,0.0,0.0,0.027371466159820612,False,False,False,False,False
True,f6,f6,0.1_sgd_dp_wd,0.1,sgd,0.2,True,small,28,snapshots_clean/small/f6/0.1_sgd_dp_wd/best_epoch_0028.pt,0.2272087037563324,0.4186410003290555,0.4807692307692308,0.7465312190287413,4,15,1013,,results/small/f6_analysis.csv,True,0.1_sgd_dp,0.501974333662389,0.5,0.210358127951622,-0.08333333333333348,-0.019230769230769218,0.016850575804710388,False,False,False,False,True
True,f6,f6,0.2_adam_wd,0.2,adam,0.0,True,small,50,snapshots_clean/small/f6/0.2_adam_wd/best_epoch_0050.pt,0.481070727109909,0.4753461411901688,0.53125,0.8709117938553023,4,14,1013,,results/small/f6_analysis.csv,True,0.2_adam,0.7928571428571428,0.9583333333333334,0.4714323282241821,-0.317511001666974,-0.42708333333333337,0.009638398885726929,False,False,False,False,True
True,f6,f6,0.2_adam_dp_wd,0.2,adam,0.2,True,small,43,snapshots_clean/small/f6/0.2_adam_dp_wd/best_epoch_0043.pt,0.6454187035560608,0.501974333662389,0.5,0.7487611496531219,4,7,1013,,results/small/f6_analysis.csv,True,0.2_adam_dp,0.501974333662389,0.5,0.6740108728408813,0.0,0.0,-0.028592169284820557,False,False,True,False,False
True,f6,f6,0.2_sgd_dp_wd,0.2,sgd,0.2,True,small,18,snapshots_clean/small/f6/0.2_sgd_dp_wd/best_epoch_0018.pt,0.5783730149269104,0.501974333662389,0.5,0.7475222993062438,4,12,1013,,results/small/f6_analysis.csv,True,0.2_sgd_dp,0.501974333662389,0.5,0.5360322594642639,0.0,0.0,0.042340755462646484,False,False,False,False,False
True,f6,f6,0.5_adam_wd,0.5,adam,0.0,True,small,55,snapshots_clean/small/f6/0.5_adam_wd/best_epoch_0055.pt,2.8812100887298584,0.501974333662389,0.5,0.7485133795837462,4,8,1013,,results/small/f6_analysis.csv,True,0.5_adam,0.3519743336623889,0.35,2.901869773864746,0.15000000000000008,0.15000000000000002,-0.020659685134887695,True,True,True,True,False
True,f6,f6,0.5_adam_dp_wd,0.5,adam,0.2,True,small,66,snapshots_clean/small/f6/0.5_adam_dp_wd/best_epoch_0066.pt,2.975526809692383,0.4186410003290556,0.4722222222222222,0.7475222993062438,4,11,1013,,results/small/f6_analysis.csv,True,0.5_adam_dp,0.501974333662389,0.5,2.9825804233551025,-0.08333333333333337,-0.02777777777777779,-0.0070536136627197266,False,False,True,False,True
True,f6,f6,0.5_sgd_dp_wd,0.5,sgd,0.2,True,small,29,snapshots_clean/small/f6/0.5_sgd_dp_wd/best_epoch_0029.pt,2.844280242919922,0.501974333662389,0.5,0.7480178394449951,4,10,1013,,results/small/f6_analysis.csv,True,0.5_sgd_dp,0.501974333662389,0.5,2.894472599029541,0.0,0.0,-0.05019235610961914,False,False,True,False,False
True,f6,f6,1.0_adam_wd,1.0,adam,0.0,True,small,8,snapshots_clean/small/f6/1.0_adam_wd/best_epoch_0008.pt,11.378901481628418,0.3519743336623889,0.375,0.7477700693756194,4,8,1013,,results/small/f6_analysis.csv,True,1.0_adam,0.2529615004935834,0.25,11.326236724853516,0.09901283316880549,0.125,0.052664756774902344,True,True,False,True,False
True,f6,f6,1.0_adam_dp_wd,1.0,adam,0.2,True,small,22,snapshots_clean/small/f6/1.0_adam_dp_wd/best_epoch_0022.pt,11.380708694458008,0.501974333662389,0.5,0.7487611496531219,4,7,1013,,results/small/f6_analysis.csv,True,1.0_adam_dp,0.501974333662389,0.5,11.316679954528809,0.0,0.0,0.06402873992919922,False,False,False,False,False
True,f6,f6,1.0_sgd_dp_wd,1.0,sgd,0.2,True,small,69,snapshots_clean/small/f6/1.0_sgd_dp_wd/best_epoch_0069.pt,11.21208381652832,0.501974333662389,0.5,0.7492566897918732,4,5,1013,,results/small/f6_analysis.csv,True,1.0_sgd_dp,0.2529615004935834,0.25,11.233232498168944,0.24901283316880557,0.25,-0.021148681640623224,True,True,True,True,False
True,f6,f6,base_sgd_wd,0.0,sgd,0.0,True,small,70,snapshots_clean/small/f6/base_sgd_wd/best_epoch_0070.pt,0.006672263611108,0.4858356516796793,0.6499999999999999,0.8710356788899901,4,17,1013,,results/small/f6_analysis.csv,True,base_sgd,0.5691689850130126,0.6346153846153846,0.0100900623947381,-0.08333333333333331,0.01538461538461533,-0.0034177987836301006,False,True,True,False,True
True,f6,f6,base_sgd_dp_wd,0.0,sgd,0.2,True,small,7,snapshots_clean/small/f6/base_sgd_dp_wd/best_epoch_0007.pt,0.1655771136283874,0.4186410003290556,0.4375,0.7487611496531219,4,6,1013,,results/small/f6_analysis.csv,True,base_sgd_dp,0.3769743336623889,0.4,0.1611206382513046,0.041666666666666685,0.03749999999999998,0.004456475377082797,True,True,False,True,False
True,f6,f6,0.1_sgd_wd,0.1,sgd,0.0,True,small,75,snapshots_clean/small/f6/0.1_sgd_wd/best_epoch_0075.pt,0.1223748624324798,0.75,0.90625,0.998017839444995,4,22,1013,,results/small/f6_analysis.csv,True,0.1_sgd,0.8541666666666666,0.96875,0.1230895891785621,-0.10416666666666663,-0.0625,-0.000714726746082292,False,False,True,False,True
True,f6,f6,0.2_sgd_wd,0.2,sgd,0.0,True,small,61,snapshots_clean/small/f6/0.2_sgd_wd/best_epoch_0061.pt,0.4646639823913574,0.5426538334978611,0.5625,0.8733894945490585,4,8,1013,,results/small/f6_analysis.csv,True,0.2_sgd,0.5259871668311944,0.5,0.4670935273170471,0.01666666666666672,0.0625,-0.0024295449256896973,True,True,True,True,False
True,f6,f6,0.5_sgd_wd,0.5,sgd,0.0,True,small,41,snapshots_clean/small/f6/0.5_sgd_wd/best_epoch_0041.pt,2.8488314151763916,0.2529615004935834,0.25,0.6238850346878098,4,4,1013,,results/small/f6_analysis.csv,True,0.5_sgd,0.2529615004935834,0.25,2.8277015686035156,0.0,0.0,0.021129846572875977,False,False,False,False,False
True,f6,f6,1.0_sgd_wd,1.0,sgd,0.0,True,small,21,snapshots_clean/small/f6/1.0_sgd_wd/best_epoch_0021.pt,11.199799537658691,0.2529615004935834,0.25,0.6238850346878098,4,4,1013,,results/small/f6_analysis.csv,True,1.0_sgd,0.2529615004935834,0.25,11.2276611328125,0.0,0.0,-0.027861595153808594,False,False,True,False,False
True,f1,f1,0.1_adam_wd,0.1,adam,0.0,True,small,64,snapshots_clean/small/f1/0.1_adam_wd/best_epoch_0064.pt,0.0111962417140603,0.2807490715930992,0.6666666666666667,0.8697968285431119,4,21,1013,,results/small/f1_analysis.csv,True,0.1_adam,0.2103076669957223,0.4861111111111111,0.0105754286050796,0.07044140459737691,0.18055555555555564,0.000620813108980699,True,True,False,True,False
True,f1,f1,0.1_adam_dp_wd,0.1,adam,0.2,True,small,98,snapshots_clean/small/f1/0.1_adam_dp_wd/best_epoch_0098.pt,0.018391340970993,0.0862948338269167,0.2291666666666666,0.6189296333002974,4,16,1013,,results/small/f1_analysis.csv,True,0.1_adam_dp,0.1061410003290556,0.2954545454545454,0.0154218915849924,-0.0198461665021389,-0.06628787878787881,0.0029694493860006003,False,False,False,False,True
True,f1,f1,0.1_sgd_dp_wd,0.1,sgd,0.2,True,small,97,snapshots_clean/small/f1/0.1_sgd_dp_wd/best_epoch_0097.pt,0.0171030741184949,0.0529615004935834,0.1818181818181818,0.6195490584737364,4,13,1013,,results/small/f1_analysis.csv,True,0.1_sgd_dp,0.0529615004935834,0.1818181818181818,0.0178272742778062,0.0,0.0,-0.000724200159311298,False,False,True,False,False
True,f1,f1,0.2_adam_wd,0.2,adam,0.0,True,small,54,snapshots_clean/small/f1/0.2_adam_wd/best_epoch_0054.pt,0.0370877459645271,0.1654358721239274,0.3392857142857143,0.7430624380574826,4,18,1013,,results/small/f1_analysis.csv,True,0.2_adam,0.3997966906407182,0.734375,0.0381235815584659,-0.2343608185167908,-0.3950892857142857,-0.0010358355939387998,False,False,True,False,True
True,f1,f1,0.2_adam_dp_wd,0.2,adam,0.2,True,small,29,snapshots_clean/small/f1/0.2_adam_dp_wd/best_epoch_0029.pt,0.0437576584517955,0.0862948338269167,0.225,0.6200445986124876,4,13,1013,,results/small/f1_analysis.csv,True,0.2_adam_dp,0.0862948338269167,0.234375,0.0421593375504016,0.0,-0.009374999999999994,0.0015983209013939043,False,False,False,False,False
True,f1,f1,0.2_sgd_dp_wd,0.2,sgd,0.2,True,small,100,snapshots_clean/small/f1/0.2_sgd_dp_wd/best_epoch_0100.pt,0.0433600135147571,0.0862948338269167,0.21875,0.6211595639246779,4,10,1013,,results/small/f1_analysis.csv,True,0.2_sgd_dp,0.0529615004935834,0.1875,0.0413615331053733,0.033333333333333305,0.03125,0.0019984804093838016,True,True,False,True,False
True,f1,f1,0.5_adam_wd,0.5,adam,0.0,True,small,55,snapshots_clean/small/f1/0.5_adam_wd/best_epoch_0055.pt,0.2166400700807571,0.1279615004935834,0.25,0.6143458870168483,4,29,1013,,results/small/f1_analysis.csv,True,0.5_adam,0.1269743336623889,0.3611111111111111,0.2165378183126449,0.0009871668311945136,-0.1111111111111111,0.00010225176811221037,True,False,False,False,False
True,f1,f1,0.5_adam_dp_wd,0.5,adam,0.2,True,small,44,snapshots_clean/small/f1/0.5_adam_dp_wd/best_epoch_0044.pt,0.222587913274765,0.0862948338269167,0.21875,0.6207879088206145,4,11,1013,,results/small/f1_analysis.csv,True,0.5_adam_dp,0.0862948338269167,0.2291666666666666,0.2193710505962371,0.0,-0.010416666666666602,0.0032168626785278875,False,False,False,False,False
True,f1,f1,0.5_sgd_dp_wd,0.5,sgd,0.2,True,small,97,snapshots_clean/small/f1/0.5_sgd_dp_wd/best_epoch_0097.pt,0.219728022813797,0.1478076669957223,0.34375,0.7460356788899901,4,11,1013,,results/small/f1_analysis.csv,True,0.5_sgd_dp,0.0862948338269167,0.2222222222222222,0.2192570567131042,0.061512833168805583,0.12152777777777779,0.00047096610069280453,True,True,False,True,False
True,f1,f1,1.0_adam_wd,1.0,adam,0.0,True,small,61,snapshots_clean/small/f1/1.0_adam_wd/best_epoch_0061.pt,0.850007951259613,0.0862948338269167,0.2321428571428571,0.6189296333002974,4,16,1013,,results/small/f1_analysis.csv,True,1.0_adam,0.1853076669957223,0.4722222222222222,0.8503949046134949,-0.09901283316880559,-0.24007936507936511,-0.00038695335388183594,False,False,True,False,True
True,f1,f1,1.0_adam_dp_wd,1.0,adam,0.2,True,small,57,snapshots_clean/small/f1/1.0_adam_dp_wd/best_epoch_0057.pt,0.8504768013954163,0.0039486673247778,0.0,0.4960356788899901,4,8,1013,,results/small/f1_analysis.csv,True,1.0_adam_dp,0.0862948338269167,0.21875,0.8547641038894653,-0.0823461665021389,-0.21875,-0.004287302494049072,False,False,True,False,True
True,f1,f1,1.0_sgd_dp_wd,1.0,sgd,0.2,True,small,93,snapshots_clean/small/f1/1.0_sgd_dp_wd/best_epoch_0093.pt,0.8493983745574951,0.0862948338269167,0.2083333333333333,0.6219028741328048,4,8,1013,,results/small/f1_analysis.csv,True,1.0_sgd_dp,0.0862948338269167,0.2083333333333333,0.8492180109024048,0.0,0.0,0.00018036365509033203,False,False,False,False,False
True,f1,f1,base_sgd_wd,0.0,sgd,0.0,True,small,52,snapshots_clean/small/f1/base_sgd_wd/best_epoch_0052.pt,0.0021286893170326,0.1984029050909603,0.4761904761904761,0.7425668979187314,4,26,1013,,results/small/f1_analysis.csv,True,base_sgd,0.1279615004935834,0.25,0.0054331934079527,0.07044140459737691,0.2261904761904761,-0.0033045040909200998,True,True,True,True,False
True,f1,f1,base_sgd_dp_wd,0.0,sgd,0.2,True,small,73,snapshots_clean/small/f1/base_sgd_dp_wd/best_epoch_0073.pt,0.0077386004850268,0.1307622124502677,0.3541666666666667,0.7435579781962339,4,17,1013,,results/small/f1_analysis.csv,True,base_sgd_dp,0.0654615004935834,0.2083333333333333,0.007630277890712,0.0653007119566843,0.1458333333333334,0.00010832259431479974,True,True,False,True,False
True,f1,f1,0.1_sgd_wd,0.1,sgd,0.0,True,small,100,snapshots_clean/small/f1/0.1_sgd_wd/best_epoch_0100.pt,0.013441888615489,0.0862948338269167,0.2142857142857143,0.6207879088206145,4,11,1013,,results/small/f1_analysis.csv,True,0.1_sgd,0.1984029050909603,0.4318181818181818,0.0132504934445023,-0.11210807126404361,-0.21753246753246752,0.00019139517098670095,False,False,False,False,True
True,f1,f1,0.2_sgd_wd,0.2,sgd,0.0,True,small,96,snapshots_clean/small/f1/0.2_sgd_wd/best_epoch_0096.pt,0.0386568829417228,0.0654615004935834,0.15,0.6216551040634292,4,8,1013,,results/small/f1_analysis.csv,True,0.2_sgd,0.1853076669957222,0.4285714285714286,0.0382122993469238,-0.1198461665021388,-0.2785714285714286,0.0004445835947990001,False,False,False,False,True
True,f1,f1,0.5_sgd_wd,0.5,sgd,0.0,True,small,93,snapshots_clean/small/f1/0.5_sgd_wd/best_epoch_0093.pt,0.2152062207460403,0.1825298892179445,0.3928571428571428,0.7452923686818632,4,13,1013,,results/small/f1_analysis.csv,True,0.5_sgd,0.0039486673247778,0.0,0.2145466655492782,0.1785812218931667,0.3928571428571428,0.000659555196762085,True,True,False,True,False
True,f1,f1,1.0_sgd_wd,1.0,sgd,0.0,True,small,92,snapshots_clean/small/f1/1.0_sgd_wd/best_epoch_0092.pt,0.8458457589149475,0.1853076669957222,0.3928571428571428,0.746778989098117,4,10,1013,,results/small/f1_analysis.csv,True,1.0_sgd,0.1279615004935834,0.25,0.843419075012207,0.05734616650213881,0.1428571428571428,0.0024266839027404785,True,True,False,True,False
True,f7,f7,0.1_adam_wd,0.1,adam,0.0,True,small,60,snapshots_clean/small/f7/0.1_adam_wd/best_epoch_0060.pt,0.0492714531719684,0.2529615004935834,0.25,0.6231417244796829,4,6,1013,,results/small/f7_analysis.csv,True,0.1_adam,0.3769743336623889,0.375,0.0480733849108219,-0.12401283316880551,-0.125,0.0011980682611464968,False,False,False,False,True
True,f7,f7,0.1_adam_dp_wd,0.1,adam,0.2,True,small,18,snapshots_clean/small/f7/0.1_adam_dp_wd/best_epoch_0018.pt,0.0705642476677894,0.501974333662389,0.5,0.7497522299306243,4,3,1013,,results/small/f7_analysis.csv,True,0.1_adam_dp,0.501974333662389,0.5,0.0691643953323364,0.0,0.0,0.0013998523354530057,False,False,False,False,False
True,f7,f7,0.1_sgd_dp_wd,0.1,sgd,0.2,True,small,99,snapshots_clean/small/f7/0.1_sgd_dp_wd/best_epoch_0099.pt,0.0611383952200412,0.2529615004935834,0.25,0.6246283448959365,4,2,1013,,results/small/f7_analysis.csv,True,0.1_sgd_dp,0.2529615004935834,0.25,0.0619826465845108,0.0,0.0,-0.0008442513644696045,False,False,True,False,False
True,f7,f7,0.2_adam_wd,0.2,adam,0.0,True,small,97,snapshots_clean/small/f7/0.2_adam_wd/best_epoch_0097.pt,0.1750639230012893,0.2529615004935834,0.25,0.6231417244796829,4,6,1013,,results/small/f7_analysis.csv,True,0.2_adam,0.2529615004935834,0.25,0.1744048744440078,0.0,0.0,0.0006590485572815219,False,False,False,False,False
True,f7,f7,0.2_adam_dp_wd,0.2,adam,0.2,True,small,56,snapshots_clean/small/f7/0.2_adam_dp_wd/best_epoch_0056.pt,0.2008752077817917,0.501974333662389,0.5,0.7497522299306243,4,3,1013,,results/small/f7_analysis.csv,True,0.2_adam_dp,0.501974333662389,0.5,0.2007421106100082,0.0,0.0,0.00013309717178347502,False,False,False,False,False
True,f7,f7,0.2_sgd_dp_wd,0.2,sgd,0.2,True,small,96,snapshots_clean/small/f7/0.2_sgd_dp_wd/best_epoch_0096.pt,0.1859648525714874,0.2529615004935834,0.25,0.6246283448959365,4,2,1013,,results/small/f7_analysis.csv,True,0.2_sgd_dp,0.2529615004935834,0.25,0.1855531632900238,0.0,0.0,0.0004116892814635953,False,False,False,False,False
True,f7,f7,0.5_adam_wd,0.5,adam,0.0,True,small,79,snapshots_clean/small/f7/0.5_adam_wd/best_epoch_0079.pt,1.0625547170639038,0.3519743336623889,0.5,0.7472745292368683,4,10,1013,,results/small/f7_analysis.csv,True,0.5_adam,0.501974333662389,0.5,1.0605149269104004,-0.15000000000000008,0.0,0.002039790153503418,False,False,False,False,True
True,f7,f7,0.5_adam_dp_wd,0.5,adam,0.2,True,small,48,snapshots_clean/small/f7/0.5_adam_dp_wd/best_epoch_0048.pt,1.082302212715149,0.501974333662389,0.5,0.7497522299306243,4,3,1013,,results/small/f7_analysis.csv,True,0.5_adam_dp,0.501974333662389,0.5,1.073824405670166,0.0,0.0,0.00847780704498291,False,False,False,False,False
