epoch,function_name,experiment,noise,optimizer,dropout,weight_decay,model_size,val_loss,auprc,auprc_full,auroc,auroc_full,success,error,checkpoint_path
89,f1,base_adam,0.0,adam,0.0,False,small,0.0021759895607829094,0.7708333333333333,0.5083333333333333,0.8875,0.9962834489593656,True,,snapshots_clean/small/f1/base_adam/epoch_0089.pt
90,f1,base_adam,0.0,adam,0.0,False,small,0.006893553771078587,0.4583333333333333,0.22697433366238895,0.47500000000000003,0.7433102081268583,True,,snapshots_clean/small/f1/base_adam/epoch_0090.pt
91,f1,base_adam,0.0,adam,0.0,False,small,0.002341398736461997,0.5740740740740741,0.2936410003290556,0.5,0.742814667988107,True,,snapshots_clean/small/f1/base_adam/epoch_0091.pt
92,f1,base_adam,0.0,adam,0.0,False,small,0.004438117612153292,0.5075757575757576,0.22697433366238895,0.4861111111111111,0.7435579781962338,True,,snapshots_clean/small/f1/base_adam/epoch_0092.pt
93,f1,base_adam,0.0,adam,0.0,False,small,0.003378841560333967,0.46195652173913043,0.2103076669957223,0.4736842105263158,0.7430624380574826,True,,snapshots_clean/small/f1/base_adam/epoch_0093.pt
94,f1,base_adam,0.0,adam,0.0,False,small,0.0023588365875184536,0.455,0.22697433366238895,0.47619047619047616,0.7430624380574826,True,,snapshots_clean/small/f1/base_adam/epoch_0094.pt
95,f1,base_adam,0.0,adam,0.0,False,small,0.0050253355875611305,0.4935897435897436,0.22697433366238895,0.48863636363636365,0.7425668979187314,True,,snapshots_clean/small/f1/base_adam/epoch_0095.pt
96,f1,base_adam,0.0,adam,0.0,False,small,0.002338287653401494,0.46195652173913043,0.2103076669957223,0.4736842105263158,0.7430624380574826,True,,snapshots_clean/small/f1/base_adam/epoch_0096.pt
97,f1,base_adam,0.0,adam,0.0,False,small,0.00282274023629725,0.4935897435897436,0.22697433366238895,0.48863636363636365,0.7425668979187314,True,,snapshots_clean/small/f1/base_adam/epoch_0097.pt
98,f1,base_adam,0.0,adam,0.0,False,small,0.002543698064982891,0.5208333333333333,0.27286216683119446,0.625,0.8678146679881069,True,,snapshots_clean/small/f1/base_adam/epoch_0098.pt
99,f1,base_adam,0.0,adam,0.0,False,small,0.0025469569955021143,0.49666666666666665,0.22697433366238895,0.4880952380952381,0.742814667988107,True,,snapshots_clean/small/f1/base_adam/epoch_0099.pt
100,f1,base_adam,0.0,adam,0.0,False,small,0.0018490711227059364,0.5740740740740741,0.2936410003290556,0.5,0.742814667988107,True,,snapshots_clean/small/f1/base_adam/epoch_0100.pt
1,f1,base_sgd,0.0,sgd,0.0,False,small,0.18204814195632935,0.8,0.003948667324777887,0.0,0.49950445986124875,True,,snapshots_clean/small/f1/base_sgd/epoch_0001.pt
2,f1,base_sgd,0.0,sgd,0.0,False,small,0.09531556814908981,0.8,0.003948667324777887,0.0,0.49950445986124875,True,,snapshots_clean/small/f1/base_sgd/epoch_0002.pt
3,f1,base_sgd,0.0,sgd,0.0,False,small,0.07321026921272278,0.8,0.003948667324777887,0.0,0.49950445986124875,True,,snapshots_clean/small/f1/base_sgd/epoch_0003.pt
4,f1,base_sgd,0.0,sgd,0.0,False,small,0.062045395374298096,0.8,0.003948667324777887,0.0,0.49950445986124875,True,,snapshots_clean/small/f1/base_sgd/epoch_0004.pt
5,f1,base_sgd,0.0,sgd,0.0,False,small,0.05408894643187523,0.8,0.003948667324777887,0.0,0.49950445986124875,True,,snapshots_clean/small/f1/base_sgd/epoch_0005.pt
6,f1,base_sgd,0.0,sgd,0.0,False,small,0.047839611768722534,0.8,0.003948667324777887,0.0,0.49950445986124875,True,,snapshots_clean/small/f1/base_sgd/epoch_0006.pt
7,f1,base_sgd,0.0,sgd,0.0,False,small,0.04086407274007797,0.8,0.003948667324777887,0.0,0.49950445986124875,True,,snapshots_clean/small/f1/base_sgd/epoch_0007.pt
8,f1,base_sgd,0.0,sgd,0.0,False,small,0.03756866976618767,0.8,0.003948667324777887,0.0,0.49950445986124875,True,,snapshots_clean/small/f1/base_sgd/epoch_0008.pt
9,f1,base_sgd,0.0,sgd,0.0,False,small,0.03196697682142258,0.8,0.003948667324777887,0.0,0.49950445986124875,True,,snapshots_clean/small/f1/base_sgd/epoch_0009.pt
10,f1,base_sgd,0.0,sgd,0.0,False,small,0.03065725602209568,0.8,0.003948667324777887,0.0,0.49950445986124875,True,,snapshots_clean/small/f1/base_sgd/epoch_0010.pt
11,f1,base_sgd,0.0,sgd,0.0,False,small,0.026222720742225647,0.8,0.003948667324777887,0.0,0.49950445986124875,True,,snapshots_clean/small/f1/base_sgd/epoch_0011.pt
12,f1,base_sgd,0.0,sgd,0.0,False,small,0.023747477680444717,0.8,0.003948667324777887,0.0,0.49950445986124875,True,,snapshots_clean/small/f1/base_sgd/epoch_0012.pt
13,f1,base_sgd,0.0,sgd,0.0,False,small,0.022649988532066345,0.8,0.003948667324777887,0.0,0.49950445986124875,True,,snapshots_clean/small/f1/base_sgd/epoch_0013.pt
14,f1,base_sgd,0.0,sgd,0.0,False,small,0.020594216883182526,0.8,0.003948667324777887,0.0,0.49950445986124875,True,,snapshots_clean/small/f1/base_sgd/epoch_0014.pt
15,f1,base_sgd,0.0,sgd,0.0,False,small,0.01917077973484993,0.8,0.003948667324777887,0.0,0.49950445986124875,True,,snapshots_clean/small/f1/base_sgd/epoch_0015.pt
16,f1,base_sgd,0.0,sgd,0.0,False,small,0.018092744052410126,0.8,0.003948667324777887,0.0,0.49950445986124875,True,,snapshots_clean/small/f1/base_sgd/epoch_0016.pt
17,f1,base_sgd,0.0,sgd,0.0,False,small,0.018504885956645012,0.8,0.003948667324777887,0.0,0.49950445986124875,True,,snapshots_clean/small/f1/base_sgd/epoch_0017.pt
18,f1,base_sgd,0.0,sgd,0.0,False,small,0.016035178676247597,0.8,0.003948667324777887,0.0,0.49950445986124875,True,,snapshots_clean/small/f1/base_sgd/epoch_0018.pt
19,f1,base_sgd,0.0,sgd,0.0,False,small,0.016563721001148224,0.8,0.003948667324777887,0.0,0.49950445986124875,True,,snapshots_clean/small/f1/base_sgd/epoch_0019.pt
20,f1,base_sgd,0.0,sgd,0.0,False,small,0.014695844613015652,0.8,0.003948667324777887,0.0,0.49950445986124875,True,,snapshots_clean/small/f1/base_sgd/epoch_0020.pt
21,f1,base_sgd,0.0,sgd,0.0,False,small,0.01565920002758503,0.8,0.003948667324777887,0.0,0.49950445986124875,True,,snapshots_clean/small/f1/base_sgd/epoch_0021.pt
22,f1,base_sgd,0.0,sgd,0.0,False,small,0.013693424873054028,0.8,0.003948667324777887,0.0,0.49950445986124875,True,,snapshots_clean/small/f1/base_sgd/epoch_0022.pt
23,f1,base_sgd,0.0,sgd,0.0,False,small,0.013277369551360607,0.8,0.003948667324777887,0.0,0.49950445986124875,True,,snapshots_clean/small/f1/base_sgd/epoch_0023.pt
24,f1,base_sgd,0.0,sgd,0.0,False,small,0.012924663722515106,0.8,0.003948667324777887,0.0,0.4990089197224975,True,,snapshots_clean/small/f1/base_sgd/epoch_0024.pt
25,f1,base_sgd,0.0,sgd,0.0,False,small,0.012582134455442429,0.8,0.003948667324777887,0.0,0.4990089197224975,True,,snapshots_clean/small/f1/base_sgd/epoch_0025.pt
26,f1,base_sgd,0.0,sgd,0.0,False,small,0.012286740355193615,0.8,0.003948667324777887,0.0,0.4990089197224975,True,,snapshots_clean/small/f1/base_sgd/epoch_0026.pt
27,f1,base_sgd,0.0,sgd,0.0,False,small,0.012197826988995075,0.8,0.003948667324777887,0.0,0.4990089197224975,True,,snapshots_clean/small/f1/base_sgd/epoch_0027.pt
